station_complex_id,station_complex,latitude,longitude,traffic_00,traffic_01,traffic_02,traffic_03,traffic_04,traffic_05,traffic_06,traffic_07,traffic_08,traffic_09,traffic_10,traffic_11,traffic_12,traffic_13,traffic_14,traffic_15,traffic_16,traffic_17,traffic_18,traffic_19,traffic_20,traffic_21,traffic_22,traffic_23,peak_original,peak_hour_original,traffic_00_120,traffic_01_120,traffic_02_120,traffic_03_120,traffic_04_120,traffic_05_120,traffic_06_120,traffic_07_120,traffic_08_120,traffic_09_120,traffic_10_120,traffic_11_120,traffic_12_120,traffic_13_120,traffic_14_120,traffic_15_120,traffic_16_120,traffic_17_120,traffic_18_120,traffic_19_120,traffic_20_120,traffic_21_120,traffic_22_120,traffic_23_120,traffic_00_140,traffic_01_140,traffic_02_140,traffic_03_140,traffic_04_140,traffic_05_140,traffic_06_140,traffic_07_140,traffic_08_140,traffic_09_140,traffic_10_140,traffic_11_140,traffic_12_140,traffic_13_140,traffic_14_140,traffic_15_140,traffic_16_140,traffic_17_140,traffic_18_140,traffic_19_140,traffic_20_140,traffic_21_140,traffic_22_140,traffic_23_140,traffic_00_160,traffic_01_160,traffic_02_160,traffic_03_160,traffic_04_160,traffic_05_160,traffic_06_160,traffic_07_160,traffic_08_160,traffic_09_160,traffic_10_160,traffic_11_160,traffic_12_160,traffic_13_160,traffic_14_160,traffic_15_160,traffic_16_160,traffic_17_160,traffic_18_160,traffic_19_160,traffic_20_160,traffic_21_160,traffic_22_160,traffic_23_160,hours_exceed_120,hours_exceed_140,hours_exceed_160
457,52 St (7),40.74415,-73.91255,3.429840142,2.25,1.823182711,2.321353066,5.355932203,12.36430063,25.46397188,52.09353741,67.35629252,41.27655838,28.49565217,23.9021164,21.97234226,23.19055944,24.42157676,26.31151832,26.23792801,26.7157803,20.90695574,13.20074697,10.00673725,7.636,7.365679265,5.556430446,67.35629252,traffic_08,4.115808171,2.7,2.187819253,2.785623679,6.427118644,14.83716075,30.55676626,62.5122449,80.82755102,49.53187006,34.19478261,28.68253968,26.36681072,27.82867133,29.30589212,31.57382199,31.48551361,32.05893636,25.08834688,15.84089636,12.0080847,9.1632,8.838815117,6.667716535,4.801776199,3.15,2.552455796,3.249894292,7.498305085,17.31002088,35.64956063,72.93095238,94.29880952,57.78718174,39.89391304,33.46296296,30.76127917,32.46678322,34.19020747,36.83612565,36.73309921,37.40209241,29.26973803,18.48104575,14.00943215,10.6904,10.31195097,7.779002625,5.487744227,3.6,2.917092338,3.714164905,8.569491525,19.782881,40.74235501,83.34965986,107.770068,66.04249342,45.59304348,38.24338624,35.15574762,37.1048951,39.07452282,42.09842932,41.98068481,42.74524847,33.45112918,21.12119514,16.0107796,12.2176,11.78508682,8.890288714,['traffic_08'],"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']"
457,52 St (7),40.74415,-73.91255,3.204755614,2.219281664,2.009836066,2.12369338,4.405829596,9.770419426,19.24146195,34.98975189,46.09989201,28.86574321,20.92709467,16.23337029,16.55787164,17.11733046,17.45677635,19.23072687,18.54939627,19.21281337,15.69965478,10.61294337,8.440460948,6.736698499,6.004201681,4.67806841,46.09989201,traffic_08,3.845706737,2.663137996,2.411803279,2.548432056,5.286995516,11.72450331,23.08975434,41.98770227,55.31987041,34.63889185,25.1125136,19.48004435,19.86944597,20.54079656,20.94813162,23.07687225,22.25927552,23.05537604,18.83958573,12.73553205,10.12855314,8.084038199,7.205042017,5.613682093,4.48665786,3.106994329,2.813770492,2.973170732,6.168161435,13.6785872,26.93804673,48.98565264,64.53984881,40.41204049,29.29793254,22.7267184,23.1810203,23.96426265,24.43948689,26.92301762,25.96915477,26.89793872,21.97951669,14.85812072,11.81664533,9.431377899,8.405882353,6.549295775,5.127608983,3.550850662,3.215737705,3.397909408,7.049327354,15.63267108,30.78633913,55.98360302,73.75982721,46.18518913,33.48335147,25.97339246,26.49259462,27.38772874,27.93084216,30.769163,29.67903403,30.74050139,25.11944764,16.9807094,13.50473752,10.7787176,9.606722689,7.484909457,['traffic_08'],"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08', 'traffic_09']"
34,53 St (R),40.64507,-74.01403,3.48699422,2.733924612,2.442043222,3.49382716,7.041331803,20.9483066,37.81625442,70.40315877,64.17087063,42.98473896,33.02293202,26.32019308,26.33470057,29.18548387,32.39155158,35.5687852,36.25737052,37.05982215,27.25271967,19.75062138,14.35720449,9.453720508,8.313688213,6.522982635,70.40315877,traffic_07,4.184393064,3.280709534,2.930451866,4.192592593,8.449598163,25.13796791,45.3795053,84.48379052,77.00504475,51.58168675,39.62751843,31.5842317,31.60164069,35.02258065,38.8698619,42.68254224,43.50884462,44.47178658,32.7032636,23.70074565,17.22864538,11.34446461,9.976425856,7.827579162,4.881791908,3.827494457,3.418860511,4.891358025,9.857864524,29.32762923,52.94275618,98.56442228,89.83921888,60.17863454,46.23210483,36.84827031,36.8685808,40.85967742,45.34817222,49.79629928,50.76031873,51.88375101,38.15380753,27.65086993,20.10008628,13.23520871,11.6391635,9.132175689,5.579190751,4.374279379,3.907269155,5.590123457,11.26613088,33.51729055,60.50600707,112.645054,102.673393,68.77558233,52.83669124,42.11230893,42.13552092,46.69677419,51.82648253,56.91005632,58.01179283,59.29571544,43.60435146,31.6009942,22.97152718,15.12595281,13.30190114,10.43677222,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']"
34,53 St (R),40.64507,-74.01403,3.758823529,3.25,2.965325936,3.887640449,6.585010409,22.35758254,37.69545222,64.88040201,60.19525457,40.40968064,31.75872383,25.74074074,26.41645634,28.88782696,32.32361809,34.94514343,37.20929045,38.19969743,27.13745529,20.03806971,14.10435718,10.25740848,8.245717661,7.289825971,64.88040201,traffic_07,4.510588235,3.9,3.558391123,4.665168539,7.902012491,26.82909905,45.23454267,77.85648241,72.23430549,48.49161677,38.11046859,30.88888889,31.6997476,34.66539235,38.78834171,41.93417212,44.65114855,45.83963691,32.56494635,24.04568365,16.92522862,12.30889018,9.894861193,8.747791165,5.262352941,4.55,4.151456311,5.442696629,9.219014573,31.30061556,52.77363311,90.83256281,84.2733564,56.57355289,44.46221336,36.03703704,36.98303887,40.44295775,45.25306533,48.92320081,52.09300664,53.4795764,37.9924374,28.05329759,19.74610005,14.36037188,11.54400473,10.20575636,6.014117647,5.2,4.744521498,6.220224719,10.53601666,35.77213206,60.31272356,103.8086432,96.31240732,64.65548902,50.81395813,41.18518519,42.26633014,46.22052314,51.71778894,55.91222949,59.53486473,61.11951589,43.41992846,32.06091153,22.56697149,16.41185357,13.19314826,11.66372155,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']"
62,55 St (D),40.631435,-73.995476,1.758389262,1.563176895,1.342105263,1.211267606,1.49790795,2.917304747,5.597674419,10.27120419,11.58964525,7.80952381,6.007021063,5.418533605,6.350239234,7.722705314,9.687559354,11.42049808,14.22882181,15.94433198,10.87730061,8.291796469,6.063218391,3.808310992,3.527007299,2.319688109,15.94433198,traffic_17,2.110067114,1.875812274,1.610526316,1.453521127,1.79748954,3.500765697,6.717209302,12.32544503,13.9075743,9.371428571,7.208425276,6.502240326,7.620287081,9.267246377,11.62507123,13.7045977,17.07458617,19.13319838,13.05276074,9.950155763,7.275862069,4.56997319,4.232408759,2.783625731,2.461744966,2.188447653,1.878947368,1.695774648,2.09707113,4.084226646,7.836744186,14.37968586,16.22550336,10.93333333,8.409829488,7.585947047,8.890334928,10.81178744,13.5625831,15.98869732,19.92035054,22.32206478,15.22822086,11.60851506,8.488505747,5.331635389,4.937810219,3.247563353,2.813422819,2.501083032,2.147368421,1.938028169,2.39665272,4.667687596,8.95627907,16.4339267,18.54343241,12.4952381,9.611233701,8.669653768,10.16038278,12.3563285,15.50009497,18.27279693,22.7661149,25.51093117,17.40368098,13.26687435,9.701149425,6.093297587,5.643211679,3.711500975,"['traffic_16', 'traffic_17']","['traffic_08', 'traffic_15', 'traffic_16', 'traffic_17']","['traffic_07', 'traffic_08', 'traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
62,55 St (D),40.631435,-73.995476,2,1.495912807,1.439285714,1.260245902,1.547683924,3.169393648,5.578906851,9.219795222,10.00316256,7.143127364,5.884217335,5.541027352,6.053526448,7.106117353,8.29253366,10.13852814,12.75868486,14.21966794,9.631782946,7.509621765,5.481845688,3.549158547,3.405063291,2.428807947,14.21966794,traffic_17,2.4,1.795095368,1.727142857,1.512295082,1.857220708,3.803272377,6.694688222,11.06375427,12.00379507,8.571752837,7.061060802,6.649232822,7.264231738,8.527340824,9.951040392,12.16623377,15.31042184,17.06360153,11.55813953,9.011546118,6.578214826,4.258990257,4.086075949,2.914569536,2.8,2.094277929,2.015,1.764344262,2.166757493,4.437151107,7.810469592,12.90771331,14.00442758,10.00037831,8.237904269,7.757438292,8.474937028,9.948564295,11.60954712,14.19393939,17.86215881,19.90753512,13.48449612,10.51347047,7.674583964,4.968821966,4.767088608,3.400331126,3.2,2.39346049,2.302857143,2.016393443,2.476294278,5.071029836,8.926250962,14.75167235,16.00506009,11.42900378,9.414747736,8.865643763,9.685642317,11.36978777,13.26805386,16.22164502,20.41389578,22.75146871,15.41085271,12.01539482,8.770953101,5.678653676,5.448101266,3.886092715,"['traffic_16', 'traffic_17']","['traffic_16', 'traffic_17']","['traffic_07', 'traffic_08', 'traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
224,57 St (F),40.763973,-73.97745,17.88955823,7.801980198,4.256865913,3.262645914,3.083969466,4.144217687,6.353319058,12.39088264,20.00092937,24.62281509,28.78108581,35.44079516,43.23301806,50.81060606,64.89792663,84.80178716,109.5036087,151.192733,121.3614557,71.92206727,49.84148398,40.34306569,42.59594252,32.29321267,151.192733,traffic_17,21.46746988,9.362376238,5.108239095,3.915175097,3.700763359,4.973061224,7.623982869,14.86905917,24.00111524,29.5473781,34.53730298,42.52895419,51.87962167,60.97272727,77.87751196,101.7621446,131.4043304,181.4312796,145.6337469,86.30648072,59.80978078,48.41167883,51.11513102,38.7518552,25.04538153,10.92277228,5.959612278,4.56770428,4.317557252,5.801904762,8.894646681,17.34723569,28.00130112,34.47194112,40.29352014,49.61711322,60.52622528,71.13484848,90.85709729,118.722502,153.3050521,211.6698262,169.906038,100.6908942,69.77807757,56.48029197,59.63431953,45.21049774,28.62329317,12.48316832,6.81098546,5.220233463,4.934351145,6.630748299,10.16531049,19.82541222,32.00148699,39.39650414,46.0497373,56.70527226,69.17282889,81.2969697,103.8366826,135.6828595,175.2057739,241.9083728,194.1783292,115.0753076,79.74637437,64.54890511,68.15350803,51.66914027,['traffic_17'],"['traffic_16', 'traffic_17', 'traffic_18']","['traffic_16', 'traffic_17', 'traffic_18']"
224,57 St (F),40.763973,-73.97745,16.97046902,7.522570773,4.108495394,3.467924528,3.105263158,3.764024933,6.663136995,13.39320988,23.89460933,27.60057471,32.20056818,35.18893028,42.68358364,52.27965235,66.79575329,87.70264868,104.8163984,141.8147014,118.619095,76.10106114,53.02566735,42.3612147,40.57104701,30.26406926,141.8147014,traffic_17,20.36456283,9.027084927,4.930194473,4.161509434,3.726315789,4.51682992,7.995764394,16.07185185,28.67353119,33.12068966,38.64068182,42.22671634,51.22030036,62.73558282,80.15490394,105.2431784,125.7796781,170.1776417,142.342914,91.32127337,63.63080082,50.83345765,48.68525641,36.31688312,23.75865663,10.53159908,5.751893552,4.85509434,4.347368421,5.269634907,9.328391794,18.75049383,33.45245306,38.6408046,45.08079545,49.26450239,59.75701709,73.19151329,93.5140546,122.7837081,146.7429577,198.5405819,166.066733,106.5414856,74.23593429,59.30570059,56.79946581,42.36969697,27.15275043,12.03611324,6.573592631,5.548679245,4.968421053,6.022439893,10.66101919,21.4291358,38.23137492,44.16091954,51.52090909,56.30228845,68.29373382,83.64744376,106.8732053,140.3242379,167.7062374,226.9035222,189.790552,121.7616978,84.84106776,67.77794353,64.91367521,48.42251082,"['traffic_17', 'traffic_18']","['traffic_16', 'traffic_17', 'traffic_18']","['traffic_16', 'traffic_17', 'traffic_18']"
9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.98066,34.83017164,14.96440129,8.859493671,5.762247839,4.483098592,6.116027532,18.45714286,45.09040444,74.45130641,78.39920949,77.69152276,85.75759938,99.10791925,106.9929852,138.7947531,184.7287481,220.03149,283.9953882,225.9031037,151.5819608,117.4685803,109.9488189,123.0221493,64.35274542,283.9953882,traffic_17,41.79620596,17.95728155,10.63139241,6.914697406,5.37971831,7.339233038,22.14857143,54.10848533,89.3415677,94.07905138,93.22982732,102.9091193,118.9295031,128.3915822,166.5537037,221.6744977,264.037788,340.7944658,271.0837245,181.8983529,140.9622964,131.9385827,147.6265792,77.22329451,48.76224029,20.95016181,12.40329114,8.067146974,6.276338028,8.562438545,25.84,63.12656622,104.231829,109.7588933,108.7681319,120.0606391,138.751087,149.7901793,194.3126543,258.6202473,308.044086,397.5935434,316.2643452,212.2147451,164.4560124,153.9283465,172.231009,90.09384359,55.72827462,23.94304207,14.17518987,9.219596542,7.172957746,9.785644051,29.53142857,72.14464711,119.1220903,125.4387352,124.3064364,137.212159,158.5726708,171.1887763,222.0716049,295.5659969,352.050384,454.3926211,361.4449659,242.5311373,187.9497285,175.9181102,196.8354389,102.9643927,['traffic_17'],"['traffic_16', 'traffic_17', 'traffic_18']","['traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.98066,30.44926004,12.02634881,7.847703465,5.23047619,4.447269303,6.637362637,17.66554997,44.79448622,78.2714215,82.85368265,76.86229023,81.42271605,94.10765432,104.1794118,131.8900936,174.9223587,214.9506903,273.9980334,228.2837905,151.2466896,111.6757157,108.493144,107.2024814,67.67703109,273.9980334,traffic_17,36.53911205,14.43161857,9.417244158,6.276571429,5.336723164,7.964835165,21.19865997,53.75338346,93.92570579,99.42441918,92.23474827,97.70725926,112.9291852,125.0152941,158.2681124,209.9068305,257.9408284,328.7976401,273.9405486,181.4960275,134.0108588,130.1917728,128.6429777,81.21243731,42.62896406,16.83688833,10.98678485,7.322666667,6.226177024,9.292307692,24.73176996,62.7122807,109.5799901,115.9951557,107.6072063,113.9918025,131.750716,145.8511765,184.6461311,244.8913022,300.9309665,383.5972468,319.5973067,211.7453654,156.346002,151.8904016,150.0834739,94.74784353,48.71881607,19.24215809,12.55632554,8.368761905,7.115630885,10.61978022,28.26487996,71.67117794,125.2342744,132.5658922,122.9796644,130.2763457,150.5722469,166.6870588,211.0241498,279.875774,343.9211045,438.3968535,365.2540648,241.9947033,178.6811451,173.5890304,171.5239702,108.2832497,['traffic_17'],"['traffic_16', 'traffic_17', 'traffic_18']","['traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
35,"59 St (N,R)",40.64136,-74.01788,4.950276243,3.192622951,3.017492711,3.617918314,8.959962756,22.36254296,57.30256822,100.1990408,104.5371517,64.60106789,47.58496476,39.81429681,37.87850467,41.70873016,49.73704563,52.77883096,57.17282011,63.54517134,42.93869427,26.77063492,19.17777778,12.55469423,8.507908612,6.850585938,104.5371517,traffic_08,5.940331492,3.831147541,3.620991254,4.341501976,10.75195531,26.83505155,68.76308186,120.2388489,125.444582,77.52128146,57.10195771,47.77715618,45.45420561,50.05047619,59.68445476,63.33459716,68.60738413,76.25420561,51.52643312,32.1247619,23.01333333,15.06563307,10.20949033,8.220703125,6.93038674,4.469672131,4.224489796,5.065085639,12.54394786,31.30756014,80.22359551,140.2786571,146.3520124,90.44149504,66.61895067,55.74001554,53.02990654,58.39222222,69.63186388,73.89036335,80.04194815,88.96323988,60.11417197,37.47888889,26.84888889,17.57657192,11.91107206,9.590820313,7.920441989,5.108196721,4.827988338,5.788669302,14.33594041,35.78006873,91.68410915,160.3184652,167.2594427,103.3617086,76.13594362,63.7028749,60.60560748,66.73396825,79.57927301,84.44612954,91.47651218,101.6722741,68.70191083,42.83301587,30.68444444,20.08751077,13.61265378,10.9609375,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']"
35,"59 St (N,R)",40.64136,-74.01788,5.027605245,3.535238095,3.700873362,4.155444722,8.328180737,22.07161804,57.72477522,94.82982885,93.04856293,61.44005994,46.16518738,37.89291026,37.87692308,41.25599608,46.91608392,48.93172888,54.8239645,61.05059524,44.16460702,27.99642857,19.69103162,13.67459459,9.900737379,6.774846626,94.82982885,traffic_07,6.033126294,4.242285714,4.441048035,4.986533666,9.993816885,26.48594164,69.26973027,113.7957946,111.6582755,73.72807193,55.39822485,45.47149232,45.45230769,49.5071953,56.2993007,58.71807466,65.7887574,73.26071429,52.99752842,33.59571429,23.62923795,16.40951351,11.88088486,8.129815951,7.038647343,4.949333333,5.181222707,5.81762261,11.65945303,30.90026525,80.81468531,132.7617604,130.2679881,86.01608392,64.63126233,53.05007437,53.02769231,57.75839452,65.68251748,68.50442043,76.7535503,85.47083333,61.83044983,39.195,27.56744427,19.14443243,13.86103233,9.484785276,8.044168392,5.656380952,5.92139738,6.648711554,13.32508918,35.31458886,92.35964036,151.7277262,148.8777007,98.3040959,73.8642998,60.62865642,60.60307692,66.00959373,75.06573427,78.29076621,87.7183432,97.68095238,70.66337123,44.79428571,31.5056506,21.87935135,15.84117981,10.8397546,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08', 'traffic_09', 'traffic_17']"
614,"59 St-Columbus Circle (A,B,C,D,1)",40.768295,-73.981735,55.764377,22.7778769,12.99292214,8.610752688,8.621648461,19.07495256,38.69924812,105,181.0658635,159.6394984,153.1904382,169.7114625,220.2037471,239.2823529,297.7641956,380.9770115,473.2361446,536.6761538,430.3802042,306.2637704,216.6052009,187.9820172,174.0476935,112.30721,536.6761538,traffic_17,66.9172524,27.33345227,15.59150657,10.33290323,10.34597815,22.88994307,46.43909774,126,217.2790361,191.5673981,183.8285259,203.6537549,264.2444965,287.1388235,357.3170347,457.1724138,567.8833735,644.0113846,516.4562451,367.5165244,259.9262411,225.5784206,208.8572322,134.768652,78.0701278,31.88902765,18.190091,12.05505376,12.07030785,26.70493359,54.17894737,147,253.4922088,223.4952978,214.4666135,237.5960474,308.2852459,334.9952941,416.8698738,533.3678161,662.5306024,751.3466154,602.5322859,428.7692785,303.2472813,263.1748241,243.6667709,157.230094,89.22300319,36.44460303,20.78867543,13.7772043,13.79463754,30.5199241,61.91879699,168,289.7053815,255.4231975,245.1047012,271.5383399,352.3259953,382.8517647,476.4227129,609.5632184,757.1778313,858.6818462,688.6083268,490.0220326,346.5683215,300.7712275,278.4763096,179.6915361,"['traffic_16', 'traffic_17']","['traffic_16', 'traffic_17', 'traffic_18']","['traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
614,"59 St-Columbus Circle (A,B,C,D,1)",40.768295,-73.981735,55.02948653,20.89735099,12.02182045,8.503324468,8.634760705,18.8810307,36.1831202,97.42582553,173.751462,162.6445216,154.02245,172.0679707,203.2218949,234.9047386,275.2899466,380.2502473,451.6603956,505.8005923,403.9848707,297.2704557,243.6243309,193.4828599,165.7266897,105.2311508,505.8005923,traffic_17,66.03538383,25.07682119,14.42618454,10.20398936,10.36171285,22.65723684,43.41974425,116.9109906,208.5017544,195.1734259,184.82694,206.4815648,243.8662739,281.8856864,330.3479359,456.3002967,541.9924747,606.9607108,484.7818448,356.7245468,292.3491971,232.1794319,198.8720276,126.277381,77.04128114,29.25629139,16.83054863,11.90465426,12.08866499,26.43344298,50.65636829,136.3961557,243.2520468,227.7023302,215.63143,240.8951589,284.5106529,328.8666341,385.4059252,532.3503462,632.3245538,708.1208292,565.5788189,416.1786379,341.0740633,270.8760039,232.0173656,147.3236111,88.04717844,33.43576159,19.23491272,13.60531915,13.81561713,30.20964912,57.89299233,155.8813208,278.0023392,260.2312345,246.43592,275.3087531,325.1550319,375.8475818,440.4639145,608.4003956,722.6566329,809.2809477,646.3757931,475.6327291,389.7989294,309.5725759,265.1627035,168.3698413,"['traffic_16', 'traffic_17']","['traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']","['traffic_15', 'traffic_16', 'traffic_17', 'traffic_18']"
456,61 St-Woodside (7),40.74563,-73.902985,6.701459035,4.442728443,3.061583578,3.640569395,9.059177533,31.3539823,77.6048053,128.9725363,123.4304,86.16292135,63.13801453,50.90430622,48.13068182,52.29099678,54.74778405,57.84189406,56.47767145,57.62337662,51.96091205,35.26497129,27.57416667,21.20938023,18.04420866,12.66999093,128.9725363,traffic_07,8.041750842,5.331274131,3.673900293,4.368683274,10.87101304,37.62477876,93.12576636,154.7670436,148.11648,103.3955056,75.76561743,61.08516746,57.75681818,62.74919614,65.69734085,69.41027287,67.77320574,69.14805195,62.35309446,42.31796555,33.089,25.45125628,21.6530504,15.20398912,9.382042649,6.21981982,4.286217009,5.096797153,12.68284855,43.89557522,108.6467274,180.5615509,172.80256,120.6280899,88.39322034,71.26602871,67.38295455,73.2073955,76.64689766,80.97865169,79.06874003,80.67272727,72.74527687,49.3709598,38.60383333,29.69313233,25.26189213,17.73798731,10.72233446,7.108365508,4.898533724,5.824911032,14.49468405,50.16637168,124.1676885,206.3560582,197.48864,137.8606742,101.0208232,81.44688995,77.00909091,83.66559486,87.59645447,92.5470305,90.36427432,92.1974026,83.13745928,56.42395406,44.11866667,33.93500838,28.87073386,20.27198549,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08', 'traffic_09']"
456,61 St-Woodside (7),40.74563,-73.902985,7.115172414,4.798573975,3.342799189,4.099024756,10.27084601,32.53787047,78.56575554,129.1821004,131.9954058,85.942711,66.00203978,51.89560724,49.74008138,55.24169647,58.09634888,61.2727738,60.28145865,65.05319693,56.95792714,40.59253499,30.82971973,24.31474531,18.25775401,13.44517675,131.9954058,traffic_08,8.538206897,5.75828877,4.011359026,4.918829707,12.32501522,39.04544457,94.27890665,155.0185204,158.394487,103.1312532,79.20244773,62.27472868,59.68809766,66.29003577,69.71561866,73.52732856,72.33775039,78.06383632,68.34951257,48.71104199,36.99566367,29.17769437,21.90930481,16.1342121,9.961241379,6.718003565,4.679918864,5.738634659,14.37918442,45.55301866,109.9920578,180.8549405,184.7935681,120.3197954,92.40285569,72.65385013,69.63611394,77.33837506,81.33488844,85.78188332,84.39404212,91.0744757,79.741098,56.82954899,43.16160762,34.04064343,25.56085561,18.82324745,11.38427586,7.67771836,5.348478702,6.55843961,16.43335362,52.06059276,125.7052089,206.6913606,211.1926493,137.5083376,105.6032636,83.03297158,79.58413021,88.38671436,92.95415822,98.03643808,96.45033385,104.0851151,91.13268343,64.94805599,49.32755156,38.90359249,29.21240642,21.5122828,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08', 'traffic_09']"
263,"63 Dr-Rego Park (M,R)",40.729847,-73.8616,3.988819876,2.950184502,2.232198142,2.939093484,6.446969697,22.58735733,50.80199667,93.63899765,110.4235946,68.76958883,49.66613162,44.20241935,44.59518072,47.06982343,50.92313788,50.72975078,48.72111554,49.76617303,39.23730159,26.2635079,19.2,13.98964625,10.14634146,6.241141732,110.4235946,traffic_08,4.786583851,3.540221402,2.678637771,3.526912181,7.736363636,27.1048288,60.96239601,112.3667972,132.5083135,82.52350659,59.59935795,53.04290323,53.51421687,56.48378812,61.10776545,60.87570093,58.46533865,59.71940764,47.0847619,31.51620948,23.04,16.7875755,12.17560976,7.489370079,5.584347826,4.130258303,3.125077399,4.114730878,9.025757576,31.62230026,71.12279534,131.0945967,154.5930325,96.27742436,69.53258427,61.8833871,62.43325301,65.89775281,71.29239303,71.02165109,68.20956175,69.67264224,54.93222222,36.76891106,26.88,19.58550475,14.20487805,8.737598425,6.382111801,4.720295203,3.571517028,4.702549575,10.31515152,36.13977173,81.28319468,149.8223962,176.6777514,110.0313421,79.46581059,70.72387097,71.35228916,75.3117175,81.4770206,81.16760125,77.95378486,79.62587685,62.77968254,42.02161264,30.72,22.38343399,16.23414634,9.985826772,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']"
263,"63 Dr-Rego Park (M,R)",40.729847,-73.8616,4.483671668,3.20738975,2.309859155,3.507201646,6.484725051,22.25600437,50.72981209,94.19940179,106.9430693,67.39669835,49.29624135,44.72189055,42.53461919,44.2798618,47.92563213,48.74308698,50.7001003,51.87418872,38.44331469,26.3429878,20.49087115,14.96621253,9.829799427,6.924050633,106.9430693,traffic_08,5.380406002,3.8488677,2.771830986,4.208641975,7.781670061,26.70720524,60.8757745,113.0392822,128.3316832,80.87603802,59.15548961,53.66626866,51.04154303,53.13583416,57.51075855,58.49170437,60.84012036,62.24902646,46.13197763,31.61158537,24.58904538,17.95945504,11.79575931,8.308860759,6.277140335,4.49034565,3.233802817,4.910082305,9.078615071,31.15840611,71.02173692,131.8791625,149.720297,94.35537769,69.01473788,62.61064677,59.54846686,61.99180652,67.09588498,68.24032177,70.98014042,72.6238642,53.82064057,36.88018293,28.68721961,20.95269755,13.7617192,9.693670886,7.173874669,5.1318236,3.695774648,5.611522634,10.37556008,35.60960699,81.16769934,150.7190429,171.1089109,107.8347174,78.87398615,71.55502488,68.0553907,70.84777887,76.6810114,77.98893917,81.12016048,82.99870195,61.50930351,42.14878049,32.78539384,23.94594005,15.72767908,11.07848101,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08', 'traffic_09']"
268,"65 St (M,R)",40.74967,-73.89845,2.130653266,1.871794872,1.425655977,1.899543379,3.982708934,11.31376518,19.42371324,29.16509028,29.02272727,18.98633646,15.53282828,11.52372263,10.81474978,11.63461538,13.71989752,15.15652174,12.47018739,12.26909091,11.36738351,7.285714286,5.749235474,4.424349882,3.67953668,3.414634146,29.16509028,traffic_07,2.55678392,2.246153846,1.710787172,2.279452055,4.77925072,13.57651822,23.30845588,34.99810834,34.82727273,22.78360376,18.63939394,13.82846715,12.97769974,13.96153846,16.46387703,18.18782609,14.96422487,14.72290909,13.64086022,8.742857143,6.899082569,5.309219858,4.415444015,4.097560976,2.982914573,2.620512821,1.995918367,2.659360731,5.575792507,15.83927126,27.19319853,40.8311264,40.63181818,26.58087105,21.7459596,16.13321168,15.14064969,16.28846154,19.20785653,21.21913043,17.45826235,17.17672727,15.91433692,10.2,8.048929664,6.194089835,5.151351351,4.780487805,3.409045226,2.994871795,2.281049563,3.039269406,6.372334294,18.10202429,31.07794118,46.66414445,46.43636364,30.37813834,24.85252525,18.4379562,17.30359965,18.61538462,21.95183604,24.25043478,19.95229983,19.63054545,18.18781362,11.65714286,9.198776758,7.078959811,5.887258687,5.463414634,"['traffic_07', 'traffic_08']","['traffic_07', 'traffic_08']","['traffic_06', 'traffic_07', 'traffic_08', 'traffic_09']"
