station_complex_id,station_complex,latitude,longitude,traffic_00,traffic_01,traffic_02,traffic_03,traffic_04,traffic_05,traffic_06,traffic_07,traffic_08,traffic_09,traffic_10,traffic_11,traffic_12,traffic_13,traffic_14,traffic_15,traffic_16,traffic_17,traffic_18,traffic_19,traffic_20,traffic_21,traffic_22,traffic_23
617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.68436,-73.97767,33.68403361344538,14.238709677419354,7.33862959285005,6.08609958506224,8.840633737185462,21.760479041916167,75.92498004788507,135.99303405572755,242.60845732184808,145.66949806949808,97.57230298393267,119.40613026819923,125.83307332293292,142.96472392638037,168.70814132104454,241.98773006134968,232.09026687598117,255.81043745203377,209.80091533180777,154.34517374517375,129.08567096285066,136.91061879297175,145.95308835027365,77.79428117553614
250,Kings Hwy (F),40.603218,-73.97236,1.770949720670391,1.5753846153846154,1.9314641744548287,1.664406779661017,4.241463414634146,8.808465608465609,15.17641418983701,30.437125748502993,30.527131782945737,16.993965517241378,12.671467146714672,9.89237668161435,10.915343915343914,11.266666666666667,13.728813559322035,12.879082082965578,14.83362831858407,15.761045987376015,11.248062015503876,8.109768378650553,5.804255319148936,4.438813349814586,3.702412868632708,2.405821917808219
624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.71411,-74.00858,24.056027164685908,11.521613832853026,7.594666666666667,6.7585733882030175,8.926658905704308,23.0310442144873,53.99671862182117,109.35089141004862,173.75456711675935,134.40538400633412,112.02966432474629,135.8360655737705,161.30397505845673,182.80389105058364,220.5333850931677,295.16,404.53787299158375,590.7992307692308,373.0875,209.25758754863813,123.4264475743349,81.68690095846645,60.337774294670844,38.88722397476341
386,Mt Eden Av (4),40.844433,-73.91469,2.4192,1.5946462715105163,1.5547445255474452,2.3675675675675674,6.155580608793686,15.542743538767395,23.05535390199637,35.63773250664305,29.70008718395815,16.249116607773853,12.765076507650765,11.97214734950584,12.154585152838427,14.108228980322004,17.21772805507745,21.525854513584576,19.00808625336927,16.14503133393017,10.883632923368022,9.602661596958175,6.464994775339603,5.67067067067067,4.7418335089567965,3.737410071942446
98,"Flushing Av (M,J)",40.70026,-73.941124,5.508361204013378,3.315068493150685,2.747191011235955,2.4383561643835616,3.3208955223880596,6.3158425832492435,13.108753315649867,26.715937241948804,38.15307820299501,27.104754230459307,24.604612850082372,27.032125205930807,28.269135802469137,30.48825910931174,35.813001605136435,43.16388225934765,52.698464025869036,52.35463258785943,34.16189697465249,26.715986394557824,20.096437880104258,12.905368516833486,10.265625,7.7910750507099396
608,"4 Av (F,G)/9 St (R)",40.670273,-73.98978,8.204413472706156,5.410084033613446,2.9057301293900184,2.981132075471698,2.8533724340175954,7.20042643923241,19.057245080500895,54.28917748917749,90.0576923076923,57.332489451476796,42.905084745762714,40.091442953020135,44.00083612040134,45.68377483443709,50.08223684210526,66.02382843526608,65.96515397082658,78.3605497170574,62.27813504823151,42.7807881773399,29.481147540983606,28.61904761904762,22.97957371225577,15.088669950738916
253,Neptune Av (F),40.581013,-73.97457,1.281767955801105,1.233009708737864,1.184,1.2393162393162394,2.2719141323792487,5.024226110363392,7.355841371918542,13.952191235059761,10.692921236291127,6.421529175050302,4.996706915477497,5.349780701754386,6.322894168466522,6.748685594111461,8.856223175965665,9.606659729448491,7.735416666666667,7.587552742616034,5.338842975206612,4.166872682323857,3.441798941798942,2.504731861198738,2.013333333333333,2.076923076923077
326,Franklin St (1),40.71932,-74.00689,6.660766961651918,4.3354037267080745,3.454225352112676,2.357142857142857,1.7777777777777777,2.6064356435643563,5.81635581061693,13.50502512562814,26.08643326039387,18.66566265060241,18.63062200956938,21.284172661870503,23.74625550660793,23.80813439434129,25.739795918367346,32.60361842105263,40.88925895087427,57.959287531806616,42.786142001710864,28.031362007168457,19.84093023255814,16.53233830845771,13.477024070021882,8.868282402528978
77,Kings Hwy (N),40.603924,-73.980354,1.90752688172043,1.5552560646900269,1.5984251968503937,2.2192307692307693,4.85551763367463,13.591234347048301,31.300826446280993,58.16110659072417,52.98722044728434,34.039967373572594,22.604918032786884,18.407531380753138,17.380479735318445,17.89551020408163,18.496677740863788,16.141666666666666,16.10517666392769,17.386909693454847,12.963620981387479,9.021409455842997,6.607242339832869,5.422360248447205,3.88195991091314,2.386934673366834
214,"182-183 Sts (B,D)",40.856094,-73.90074,2.4531772575250836,1.8597560975609757,2.1265822784810124,2.4518072289156625,5.619047619047619,14.501792114695341,21.85625,33.10968294772922,28.58451290591174,17.72993311036789,13.529461998292058,11.820623916811092,12.586666666666666,15.637729549248748,18.83719008264463,19.88813559322034,15.838737201365188,12.525452976704056,9.644927536231885,7.462873674059788,6.1639810426540285,5.863636363636363,4.939746300211416,3.3195876288659796
